Date,Type,Category,Amount,Account,Notes
2026-05-17,Expense,Bills,1649.23,Credit Card,Piped Gas Bill
2026-05-17,Expense,Beauty,2040.41,HDFC Bank,Spa & Grooming
2026-05-17,Expense,Entertainment,1042.06,ICICI Bank,Gaming Purchase
2026-05-18,Expense,Education,926.58,ICICI Bank,Udemy Course
2026-05-18,Expense,Clothing,2003.2,ICICI Bank,Footwear Store
2026-05-18,Expense,Transportation,898.22,Cash,Uber Cab Ride
2026-05-18,Expense,Bills,2851.95,Credit Card,WiFi Broadband Bill
2026-05-18,Expense,Health,1627.52,HDFC Bank,Apollo Pharmacy
2026-05-18,Expense,Bills,2211.63,Cash,WiFi Broadband Bill
2026-05-19,Income,Awards,5715.5,Paytm Wallet,Hackathon Prize Money
2026-05-21,Expense,Subscriptions,1439.79,HDFC Bank,Netflix Premium
2026-05-21,Expense,Insurance,9572.62,Cash,Health Insurance Premium
2026-05-21,Expense,Uncategorized,1225.11,Paytm Wallet,Cash Withdrawal
2026-05-22,Expense,Car,843.34,Cash,Car Service & Oil Change
2026-05-22,Expense,Food,1006.13,Credit Card,Dinner at Restaurant
2026-05-23,Expense,Food,1024.71,ICICI Bank,Dinner at Restaurant
2026-05-23,Expense,Sport,1229.48,ICICI Bank,Badminton Racket
2026-05-23,Expense,Health,4286.54,ICICI Bank,Lab Diagnostics
2026-05-23,Expense,Home,3459.26,Cash,Furniture Repair
2026-05-23,Expense,Telephone,931.01,Credit Card,Postpaid Mobile Bill
2026-05-23,Expense,Home,8061.62,Paytm Wallet,Kitchen Appliances
2026-05-24,Expense,Food,1097.01,Paytm Wallet,Swiggy Food Delivery
2026-05-24,Expense,Education,5074.63,HDFC Bank,Technical E-Book
2026-05-25,Income,Rental,14708.09,Paytm Wallet,Apartment Rent Income
2026-05-25,Income,Awards,7122.55,Paytm Wallet,Hackathon Prize Money
2026-05-25,Expense,Health,3103.18,Credit Card,Lab Diagnostics
2026-05-25,Expense,Uncategorized,687.12,ICICI Bank,Cash Withdrawal
2026-05-25,Expense,Electronics,20513.27,Credit Card,Headphones Purchase
2026-05-25,Expense,Social,2427.77,ICICI Bank,Dinner with Friends
2026-05-25,Income,Sale,10940.17,HDFC Bank,Used Furniture Sale
2026-05-26,Expense,Food,1199.31,Paytm Wallet,Groceries
2026-05-26,Income,Grants,11826.87,Paytm Wallet,Startup Seed Grant
2026-05-26,Expense,Health,2972.73,Cash,Lab Diagnostics
2026-05-26,Expense,Beauty,216.6,Cash,Spa & Grooming
2026-05-26,Expense,Entertainment,465.23,ICICI Bank,PVR Movie Pass
2026-05-26,Expense,Insurance,14240.62,Paytm Wallet,Car Insurance Renewal
2026-05-27,Expense,Car,6247.13,Credit Card,Parking Charges
2026-05-27,Income,Investment,7538.67,HDFC Bank,Stock Dividend Credit
2026-05-29,Expense,Car,3581.06,Cash,Parking Charges
2026-05-29,Expense,Subscriptions,730.87,Cash,YouTube Premium
2026-05-29,Expense,Travel,10969.68,HDFC Bank,Weekend Getaway
2026-05-29,Expense,Telephone,429.88,Paytm Wallet,Postpaid Mobile Bill
2026-05-30,Expense,Education,5593.97,HDFC Bank,Technical E-Book
2026-05-30,Expense,Shopping,5513.17,Credit Card,Retail Store
2026-05-31,Expense,Subscriptions,913.64,Paytm Wallet,Netflix Premium
2026-05-31,Income,Lottery,4523.7,HDFC Bank,Lucky Draw Winner
2026-05-31,Expense,Food,504.01,ICICI Bank,Dinner at Restaurant
2026-05-31,Expense,Travel,12327.48,Credit Card,Weekend Getaway
2026-06-01,Expense,Beauty,713.41,HDFC Bank,Spa & Grooming
2026-06-01,Expense,Transportation,1426.68,Paytm Wallet,Ola Taxi
2026-06-01,Expense,Home,3772.46,Paytm Wallet,Kitchen Appliances
2026-06-01,Expense,Car,7436.96,HDFC Bank,Parking Charges
2026-06-01,Expense,Travel,12160.27,ICICI Bank,Weekend Getaway
2026-06-02,Income,Salary,75000.0,ICICI Bank,Monthly Base Salary
2026-06-03,Expense,Tax,13186.48,Paytm Wallet,Income Tax Advance
2026-06-04,Expense,Uncategorized,684.77,Cash,Miscellaneous Expense
2026-06-05,Expense,Baby,3788.14,Cash,Baby Food & Formula
2026-06-05,Expense,Sport,3871.01,Cash,Sports Shoes
2026-06-05,Expense,Bills,2231.86,HDFC Bank,Electricity & Utility Bills
2026-06-06,Expense,Beauty,3242.18,Credit Card,Skincare Products
2026-06-06,Expense,Telephone,348.57,ICICI Bank,Postpaid Mobile Bill
2026-06-07,Expense,Education,2446.96,Credit Card,Technical E-Book
2026-06-07,Expense,Travel,4246.44,Paytm Wallet,Weekend Getaway
2026-06-07,Expense,Clothing,1173.1,Paytm Wallet,Footwear Store
2026-06-08,Expense,Insurance,9966.12,ICICI Bank,Car Insurance Renewal
2026-06-08,Expense,Bills,3396.82,Credit Card,WiFi Broadband Bill
2026-06-09,Expense,Tax,12951.48,ICICI Bank,Property Tax Payment
2026-06-09,Expense,Insurance,6033.01,ICICI Bank,Car Insurance Renewal
2026-06-09,Expense,Sport,2624.04,Credit Card,Badminton Racket
2026-06-10,Expense,Car,1732.81,Credit Card,Car Fuel Refill
2026-06-11,Expense,Food,525.6,Cash,Swiggy Food Delivery
2026-06-11,Expense,Social,660.06,ICICI Bank,Birthday Gift
2026-06-11,Expense,Telephone,372.61,Credit Card,Mobile Prepaid Recharge
2026-06-11,Expense,Bills,2518.32,ICICI Bank,WiFi Broadband Bill
2026-06-11,Income,Investment,11948.69,ICICI Bank,Mutual Fund Returns
2026-06-12,Expense,Transportation,218.76,Credit Card,Uber Cab Ride
2026-06-12,Expense,Travel,8081.71,ICICI Bank,Weekend Getaway
2026-06-13,Income,Grants,44714.68,ICICI Bank,Research Grant
2026-06-13,Expense,Tax,2409.62,Cash,Property Tax Payment
2026-06-14,Income,Freelance,17997.68,HDFC Bank,Technical Writing Contract
2026-06-14,Expense,Entertainment,2526.05,Credit Card,PVR Movie Pass
2026-06-14,Expense,Social,2419.82,ICICI Bank,Birthday Gift
2026-06-15,Expense,Bills,756.81,Cash,Piped Gas Bill
2026-06-15,Expense,Sport,606.49,HDFC Bank,Badminton Racket
2026-06-15,Expense,Travel,24012.79,ICICI Bank,Flight Ticket Booking
2026-06-15,Expense,Bills,1669.29,Credit Card,WiFi Broadband Bill
2026-06-15,Expense,Sport,2405.25,HDFC Bank,Sports Shoes
2026-06-16,Expense,Uncategorized,821.53,ICICI Bank,Miscellaneous Expense
2026-06-16,Expense,Entertainment,2371.94,Cash,Concert Event Ticket
2026-06-16,Expense,Entertainment,1258.99,HDFC Bank,PVR Movie Pass
2026-06-17,Expense,Baby,713.91,Credit Card,Baby Food & Formula
2026-06-17,Income,Salary,65612.02,ICICI Bank,Monthly Direct Payroll
2026-06-17,Expense,Shopping,395.02,Cash,Flipkart Purchase
2026-06-18,Expense,Health,3939.05,HDFC Bank,Lab Diagnostics
2026-06-19,Expense,Car,5458.32,Credit Card,Car Fuel Refill
2026-06-19,Income,Freelance,15000.44,HDFC Bank,UI/UX Design Consulting
2026-06-20,Expense,Transportation,138.5,HDFC Bank,Uber Cab Ride
2026-06-20,Expense,Bills,1338.59,Paytm Wallet,Piped Gas Bill
2026-06-20,Expense,Food,1788.86,Paytm Wallet,Dinner at Restaurant
2026-06-21,Expense,Entertainment,1982.53,Credit Card,Gaming Purchase
2026-06-21,Income,Coupons,223.34,HDFC Bank,Promo Reward
2026-06-21,Income,Salary,90848.67,Paytm Wallet,Monthly Base Salary
2026-06-22,Expense,Telephone,782.3,Cash,Mobile Prepaid Recharge
2026-06-23,Expense,Bills,3005.16,Credit Card,WiFi Broadband Bill
2026-06-24,Income,Salary,60273.81,Paytm Wallet,Monthly Base Salary
2026-06-25,Expense,Beauty,730.44,HDFC Bank,Spa & Grooming
2026-06-25,Expense,Baby,1190.47,HDFC Bank,Diapers & Wipes
2026-06-25,Expense,Beauty,1387.14,HDFC Bank,Spa & Grooming
2026-06-25,Expense,Telephone,965.39,Credit Card,Postpaid Mobile Bill
2026-06-26,Expense,Shopping,4519.12,Credit Card,Amazon Shopping
2026-06-26,Expense,Telephone,818.71,Cash,Postpaid Mobile Bill
2026-06-26,Income,Salary,90269.45,HDFC Bank,Monthly Base Salary
2026-06-27,Expense,Tax,11684.32,Credit Card,Property Tax Payment
2026-06-27,Expense,Health,4609.68,HDFC Bank,Lab Diagnostics
2026-06-28,Expense,Entertainment,2620.9,Cash,PVR Movie Pass
2026-06-28,Expense,Insurance,11306.88,HDFC Bank,Health Insurance Premium
2026-06-28,Expense,Transportation,1313.65,ICICI Bank,Ola Taxi
2026-06-28,Expense,Car,7606.93,ICICI Bank,Car Service & Oil Change
2026-06-28,Expense,Insurance,5475.22,HDFC Bank,Car Insurance Renewal
2026-06-29,Expense,Uncategorized,879.44,Credit Card,General Expense
2026-06-29,Expense,Baby,1996.98,Paytm Wallet,Baby Food & Formula
2026-06-30,Expense,Food,435.32,Cash,Dinner at Restaurant
2026-06-30,Expense,Uncategorized,212.44,Paytm Wallet,Cash Withdrawal
2026-07-01,Expense,Social,1069.15,Cash,Birthday Gift
2026-07-01,Income,Salary,85000.0,ICICI Bank,Monthly Base Salary
2026-07-02,Expense,Sport,486.96,Cash,Gym Membership
2026-07-03,Expense,Clothing,1469.78,Credit Card,Footwear Store
2026-07-03,Expense,Home,3487.34,Paytm Wallet,Furniture Repair
2026-07-03,Expense,Transportation,288.55,Credit Card,Uber Cab Ride
2026-07-04,Expense,Travel,6164.37,ICICI Bank,Flight Ticket Booking
2026-07-04,Income,Lottery,3355.25,ICICI Bank,Lucky Draw Winner
2026-07-05,Income,Coupons,385.75,ICICI Bank,Cashback Coupon Reward
2026-07-05,Expense,Bills,4118.74,HDFC Bank,Electricity & Utility Bills
2026-07-05,Expense,Home,4880.4,Paytm Wallet,Kitchen Appliances
2026-07-05,Expense,Travel,3885.73,Paytm Wallet,Flight Ticket Booking
2026-07-07,Income,Rental,11538.81,Paytm Wallet,Apartment Rent Income
2026-07-07,Income,Freelance,19307.08,Paytm Wallet,Technical Writing Contract
2026-07-08,Expense,Baby,1046.32,Paytm Wallet,Baby Toys
2026-07-08,Expense,Subscriptions,381.84,ICICI Bank,Netflix Premium
2026-07-08,Income,Investment,7983.33,HDFC Bank,Mutual Fund Returns
2026-07-09,Expense,Transportation,298.96,Paytm Wallet,Metro SmartCard Topup
2026-07-10,Expense,Health,1467.8,HDFC Bank,Apollo Pharmacy
2026-07-11,Expense,Shopping,7744.45,Cash,Flipkart Purchase
2026-07-13,Expense,Clothing,794.75,Credit Card,Zara Clothing
2026-07-13,Expense,Insurance,7793.67,HDFC Bank,Health Insurance Premium
2026-07-13,Expense,Food,295.48,Credit Card,Dinner at Restaurant
2026-07-13,Expense,Uncategorized,156.36,ICICI Bank,Miscellaneous Expense
2026-07-13,Expense,Telephone,753.85,ICICI Bank,Postpaid Mobile Bill
2026-07-13,Expense,Tax,9578.24,ICICI Bank,Income Tax Advance
2026-07-13,Expense,Health,1904.52,Paytm Wallet,Lab Diagnostics
2026-07-14,Expense,Entertainment,655.44,HDFC Bank,PVR Movie Pass
2026-07-15,Income,Awards,7207.75,ICICI Bank,Performance Excellence Award
2026-07-15,Expense,Telephone,746.24,ICICI Bank,Mobile Prepaid Recharge
2026-07-15,Expense,Health,4399.09,Cash,Apollo Pharmacy
2026-07-16,Expense,Subscriptions,999.35,HDFC Bank,ChatGPT Plus
2026-07-16,Expense,Uncategorized,742.39,ICICI Bank,Cash Withdrawal
2026-07-16,Expense,Transportation,900.24,HDFC Bank,Metro SmartCard Topup
2026-07-16,Expense,Travel,17347.06,Credit Card,Flight Ticket Booking
2026-07-16,Expense,Uncategorized,518.31,Paytm Wallet,Miscellaneous Expense
2026-07-16,Expense,Telephone,775.67,Cash,Mobile Prepaid Recharge
2026-07-16,Income,Coupons,261.27,ICICI Bank,Referral Bonus Coupon
2026-07-16,Expense,Tax,15583.05,Credit Card,Income Tax Advance
2026-07-16,Income,Freelance,9984.92,Paytm Wallet,Technical Writing Contract
2026-07-17,Income,Sale,13162.56,HDFC Bank,Used Furniture Sale
2026-07-17,Expense,Travel,24994.02,HDFC Bank,Hotel Reservation
2026-07-18,Expense,Tax,13613.22,HDFC Bank,Property Tax Payment
2026-07-18,Expense,Home,4584.1,Credit Card,Kitchen Appliances
2026-07-18,Income,Grants,28298.71,HDFC Bank,Innovation Award Grant
2026-07-18,Expense,Clothing,1661.15,ICICI Bank,Zara Clothing
2026-07-18,Expense,Transportation,296.4,Credit Card,Metro SmartCard Topup
2026-07-19,Expense,Transportation,861.23,Credit Card,Uber Cab Ride
2026-07-19,Income,Coupons,147.47,ICICI Bank,Promo Reward
2026-07-20,Expense,Travel,21788.75,Cash,Flight Ticket Booking
2026-07-20,Expense,Uncategorized,1473.15,HDFC Bank,Cash Withdrawal
2026-07-20,Expense,Uncategorized,936.0,HDFC Bank,Miscellaneous Expense
2026-07-20,Expense,Insurance,5816.47,Paytm Wallet,Car Insurance Renewal
2026-07-21,Expense,Education,2456.79,Credit Card,Certification Fee
2026-07-22,Expense,Sport,3624.6,Paytm Wallet,Sports Shoes
2026-07-23,Expense,Electronics,12160.82,Credit Card,Monitor Keyboard
2026-07-24,Expense,Car,6764.24,Cash,Parking Charges
2026-07-24,Expense,Health,4258.01,Paytm Wallet,Lab Diagnostics
2026-07-24,Expense,Car,1980.63,Cash,Parking Charges
2026-07-24,Expense,Home,5636.24,ICICI Bank,Furniture Repair
2026-07-24,Income,Grants,7976.13,Paytm Wallet,Startup Seed Grant
2026-07-25,Expense,Car,2289.3,ICICI Bank,Car Service & Oil Change
2026-07-26,Expense,Baby,2592.32,Credit Card,Baby Toys
2026-07-26,Expense,Social,3125.04,ICICI Bank,Birthday Gift
2026-07-26,Expense,Sport,2715.37,Paytm Wallet,Badminton Racket
2026-07-27,Expense,Shopping,7747.98,Credit Card,Retail Store
2026-07-27,Income,Lottery,4808.26,Paytm Wallet,Lucky Draw Winner
2026-07-28,Expense,Beauty,616.56,Credit Card,Salon & Haircut
2026-07-28,Expense,Subscriptions,800.7,Credit Card,ChatGPT Plus
2026-07-28,Expense,Tax,8993.0,Paytm Wallet,Income Tax Advance
2026-07-28,Expense,Clothing,4583.61,HDFC Bank,Footwear Store
2026-07-29,Expense,Transportation,1426.45,ICICI Bank,Uber Cab Ride
2026-07-29,Expense,Baby,2873.71,Cash,Diapers & Wipes
2026-07-29,Expense,Bills,2554.58,Credit Card,Piped Gas Bill
2026-07-30,Income,Refunds,2764.61,ICICI Bank,Amazon Refund
2026-07-31,Expense,Car,6471.7,HDFC Bank,Parking Charges
2026-07-31,Income,Coupons,344.18,HDFC Bank,Promo Reward
2026-08-01,Expense,Food,1601.12,Cash,Zomato Order
2026-08-01,Expense,Uncategorized,217.66,Credit Card,General Expense
2026-08-01,Expense,Bills,3221.38,ICICI Bank,WiFi Broadband Bill
2026-08-01,Income,Lottery,4982.63,ICICI Bank,Scratch Card Cash Win
2026-08-01,Expense,Electronics,3080.51,ICICI Bank,Headphones Purchase
2026-08-02,Expense,Insurance,12020.36,ICICI Bank,Health Insurance Premium
2026-08-02,Income,Salary,75000.0,ICICI Bank,Monthly Base Salary
2026-08-03,Expense,Health,1156.24,Cash,Doctor Consultation
2026-08-03,Expense,Car,4964.23,HDFC Bank,Car Fuel Refill
2026-08-03,Income,Coupons,246.52,HDFC Bank,Cashback Coupon Reward
2026-08-03,Income,Salary,77894.5,HDFC Bank,Monthly Direct Payroll
2026-08-03,Expense,Sport,1889.84,Credit Card,Gym Membership
2026-08-04,Expense,Food,868.0,Credit Card,Dinner at Restaurant
2026-08-05,Expense,Baby,1414.13,HDFC Bank,Baby Toys
2026-08-05,Income,Lottery,506.58,Paytm Wallet,Scratch Card Cash Win
2026-08-05,Expense,Bills,3824.33,HDFC Bank,Electricity & Utility Bills
2026-08-05,Expense,Bills,1338.68,HDFC Bank,Electricity Bill
2026-08-06,Expense,Education,4925.54,Cash,Udemy Course
2026-08-07,Expense,Baby,3900.64,ICICI Bank,Baby Toys
2026-08-08,Expense,Beauty,3284.12,Cash,Salon & Haircut
2026-08-08,Expense,Social,2397.55,HDFC Bank,Party Contribution
2026-08-09,Expense,Subscriptions,1297.93,Paytm Wallet,ChatGPT Plus
2026-08-10,Expense,Transportation,459.63,HDFC Bank,Metro SmartCard Topup
2026-08-10,Expense,Beauty,909.57,ICICI Bank,Skincare Products
2026-08-10,Income,Coupons,430.92,HDFC Bank,Referral Bonus Coupon
2026-08-11,Expense,Electronics,14461.28,Cash,Gadget Accessory
2026-08-11,Expense,Travel,1675.92,HDFC Bank,Flight Ticket Booking
2026-08-11,Expense,Social,1604.32,Cash,Party Contribution
2026-08-13,Expense,Telephone,209.94,HDFC Bank,Postpaid Mobile Bill
2026-08-13,Expense,Education,3172.19,Credit Card,Certification Fee
2026-08-13,Expense,Insurance,9309.64,Paytm Wallet,Car Insurance Renewal
2026-08-13,Income,Rental,12508.8,HDFC Bank,Apartment Rent Income
2026-08-13,Expense,Home,6073.61,Paytm Wallet,Kitchen Appliances
2026-08-14,Expense,Beauty,1438.14,Credit Card,Spa & Grooming
2026-08-14,Expense,Clothing,5307.76,Credit Card,Myntra Apparel
2026-08-14,Expense,Social,1185.38,ICICI Bank,Dinner with Friends
2026-08-14,Income,Investment,9052.33,ICICI Bank,Stock Dividend Credit
